TIPO DE AVISO;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre
;INIC ENPT;Año;1105316;;2012-07-27 00:00:00;2012-07-27 00:00:00;2013-04-28 00:00:00
;COPE ENPT;Año;1105314;;2012-07-27 00:00:00;2012-07-27 00:00:00;2013-05-15 00:00:00
;COPE ENPT;Año;1105313;;2012-07-27 00:00:00;2012-07-27 00:00:00;2013-04-28 00:00:00
;INIC ENPT;Año;1105311;19863411;2012-07-28 00:00:00;2012-07-27 00:00:00;2013-02-27 00:00:00
;CPRO ENPT;Semestre;1105310;17996001;2012-07-28 00:00:00;2012-07-27 00:00:00;2013-07-11 00:00:00
;COPE ENPT;Semestre;1105309;17996000;2012-07-28 00:00:00;2012-07-27 00:00:00;2013-07-11 00:00:00
;CTER ENPT;Semestre;1103610;17992920;2012-08-01 00:00:00;2012-08-01 00:00:00;2012-11-28 00:00:00
;INIC ENPT;Semestre;1103586;;2012-08-01 00:00:00;2012-08-01 00:00:00;2013-05-16 00:00:00
;INIC ENPT;Año;1103174;19893336;2012-08-02 00:00:00;2012-08-02 00:00:00;2013-01-30 00:00:00
;INIC;Semana;1102356;19893279;2012-08-04 00:00:00;2012-09-08 00:00:00;2012-09-08 00:00:00
;INIC;Semana;1102346;19869388;2012-08-04 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;;1102227;19873689;2012-08-05 00:00:00;2012-08-05 00:00:00;2013-07-12 00:00:00
;INIC ENPT;;1102227;19873689;2012-08-05 00:00:00;2012-08-05 00:00:00;2013-07-12 00:00:00
;INIC ENPT;Semestre;1102203;17996328;2012-08-05 00:00:00;2012-08-05 00:00:00;2013-04-03 00:00:00
;INIC;;1101824;19869385;2012-08-08 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Año;1101731;19869684;2012-08-08 00:00:00;2012-08-08 00:00:00;2013-10-06 00:00:00
;INIC;Trimestre;1101715;19863707;2012-08-08 00:00:00;2012-08-10 00:00:00;2012-08-10 00:00:00
;CPRO SCOR ENPT;Dos años;1101704;19797720;2012-08-08 00:00:00;2012-08-08 00:00:00;2014-04-17 00:00:00
;INIC;Año;1100705;19986491;2012-08-12 00:00:00;2012-08-12 00:00:00;2012-09-07 00:00:00
;INIC;Año;1100694;19986494;2012-08-12 00:00:00;2012-08-12 00:00:00;2012-12-27 00:00:00
;INIC ENPT;Año;1100270;;2012-08-17 00:00:00;2012-08-17 00:00:00;2014-03-22 00:00:00
;INIC ENPT;Tres años;1095455;19893187;2012-08-19 00:00:00;2012-08-19 00:00:00;2014-12-13 00:00:00
;INIC ENPT;Tres años;1095449;19875515;2012-08-19 00:00:00;2012-08-19 00:00:00;2014-12-13 00:00:00
;COPE ENPT;Semestre;1095440;;2012-08-19 00:00:00;2012-08-19 00:00:00;2012-10-28 00:00:00
;INIC;Tres años;1095439;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095434;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-23 00:00:00
;INIC;Tres años;1095433;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095432;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095431;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095430;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095429;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095428;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095426;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095425;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC;Tres años;1095424;;2012-08-19 00:00:00;2012-08-19 00:00:00;2015-11-21 00:00:00
;INIC ENPT;Año;1095422;;2012-08-19 00:00:00;2012-08-19 00:00:00;2013-05-12 00:00:00
;INIC;Semestre;1095417;19868482;2012-08-19 00:00:00;2012-08-19 00:00:00;2012-11-24 00:00:00
;CPRO ENPT;Año;1095106;17993442;2012-08-22 00:00:00;2012-08-22 00:00:00;2013-10-06 00:00:00
;CPRO ENPT;Tres años;1094935;19863671;2012-08-23 00:00:00;2012-08-23 00:00:00;2014-12-01 00:00:00
;CPRO ENPT;Tres años;1094932;19863681;2012-08-23 00:00:00;2012-08-23 00:00:00;2014-12-01 00:00:00
;INIC ENPT;Trimestre;1094808;19867379;2012-08-24 00:00:00;2012-08-24 00:00:00;2012-09-16 00:00:00
;INIC ENPT;Trimestre;1094807;19862335;2012-08-24 00:00:00;2012-08-24 00:00:00;2012-09-16 00:00:00
;INIC;Mes;1094767;19876645;2012-08-24 00:00:00;2012-08-24 00:00:00;2012-10-04 00:00:00
;INIC;;1094765;;2012-08-24 00:00:00;2012-08-24 00:00:00;2012-09-27 00:00:00
;INIC ENPT;Semestre;1094760;;2012-08-24 00:00:00;2012-08-24 00:00:00;2013-05-15 00:00:00
;CPRO ENPT;Tres años;1094659;19863670;2012-08-25 00:00:00;2012-10-25 00:00:00;2014-12-01 00:00:00
;CPRO ENPT;Tres años;1094658;19863680;2012-08-25 00:00:00;2012-10-25 00:00:00;2014-11-29 00:00:00
;INIC;;1094647;19865784;2012-08-25 00:00:00;2012-09-07 00:00:00;2012-09-07 00:00:00
;INIC ENPT;Semestre;1094626;19867371;2012-08-25 00:00:00;2012-08-25 00:00:00;2014-06-26 00:00:00
;INIC ENPT;Año;1094603;19799037;2012-08-25 00:00:00;2012-08-25 00:00:00;2013-02-24 00:00:00
;INIC ENPT;Año;1094228;19869396;2012-08-26 00:00:00;2012-08-26 00:00:00;2012-10-21 00:00:00
;INIC ENPT;Año;1094225;19885358;2012-08-26 00:00:00;2012-08-26 00:00:00;2012-10-21 00:00:00
;INIC ENPT;Año;1094221;;2012-08-26 00:00:00;2012-08-26 00:00:00;2012-10-21 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;1643605;19892672;2010-02-13 00:00:00;2017-11-20 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;1643605;19892672;2010-02-13 00:00:00;2017-11-20 00:00:00;
;INIC ENPT;Año;1092792;19863545;2012-08-31 00:00:00;2013-06-21 00:00:00;2013-07-05 00:00:00
;INIC ENPT;Año;1092791;19863544;2012-08-31 00:00:00;2013-06-21 00:00:00;2013-06-21 00:00:00
;INIC ENPT;Año;1092790;19863546;2012-08-31 00:00:00;2013-06-21 00:00:00;2013-06-21 00:00:00
;INIC ENPT;Año;1091158;19862233;2012-09-02 00:00:00;2012-09-02 00:00:00;2013-06-27 00:00:00
;INIC ENPT;;1091142;19862232;2012-09-02 00:00:00;2012-09-02 00:00:00;2013-04-26 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;1643605;19892672;2010-02-13 00:00:00;2017-11-20 00:00:00;
;INIC;Semestre;1090208;17993431;2012-09-06 00:00:00;2012-09-06 00:00:00;2012-09-06 00:00:00
;INIC;Semestre;1090207;17993430;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-09-07 00:00:00
;INIC ENPT;Semestre;1090206;17993429;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-11-22 00:00:00
;INIC ENPT;Semestre;1090205;17993428;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-11-22 00:00:00
;INIC ENPT;Semestre;1090204;17993427;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-12-08 00:00:00
;INIC ENPT;Semestre;1090203;17993426;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-12-08 00:00:00
;INIC ENPT;Semestre;1090202;17992919;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-11-22 00:00:00
;INIC ENPT;Semestre;1090201;17992920;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-12-08 00:00:00
;INIC ENPT;Semestre;1090200;17992921;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-12-08 00:00:00
;INIC ENPT;Semestre;1090199;17992918;2012-09-06 00:00:00;2012-09-07 00:00:00;2012-11-22 00:00:00
;PLAN ENPT;Año;1089932;19863412;2012-09-06 00:00:00;2012-09-06 00:00:00;2014-03-12 00:00:00
;INIC ENPT;Año;1089930;19863475;2012-09-06 00:00:00;2012-09-06 00:00:00;2014-03-05 00:00:00
;CPRO ENPT;Semestre;1089926;17995994;2012-09-06 00:00:00;2012-09-06 00:00:00;2013-07-11 00:00:00
;INIC;Semestre;1089915;19863547;2012-09-06 00:00:00;2012-09-06 00:00:00;2012-12-12 00:00:00
;INIC ENPT;Tres años;1089230;19863541;2012-09-07 00:00:00;2012-09-07 00:00:00;2014-01-11 00:00:00
;INIC;Semestre;1088952;19893102;2012-09-08 00:00:00;2012-09-08 00:00:00;2012-11-03 00:00:00
;INIC ENPT;Tres años;1088377;19798793;2012-09-12 00:00:00;2012-09-12 00:00:00;2013-07-11 00:00:00
;INIC;Año;1088354;19863073;2012-09-12 00:00:00;2012-09-12 00:00:00;2012-12-11 00:00:00
;INIC ENPT;Trimestre;1088335;19798796;2012-09-12 00:00:00;2012-09-12 00:00:00;2014-05-31 00:00:00
;INIC ENPT;Trimestre;1088334;19798768;2012-09-12 00:00:00;2012-09-12 00:00:00;2013-02-17 00:00:00
;INIC ENPT;Semana;1088302;19862025;2012-09-13 00:00:00;2012-09-13 00:00:00;2012-12-13 00:00:00
;INIC ENPT;Semana;1087642;19890883;2012-09-18 00:00:00;2012-09-18 00:00:00;2012-10-18 00:00:00
;INIC ENPT;Tres años;1087632;;2012-09-18 00:00:00;2012-09-18 00:00:00;2015-11-06 00:00:00
;INIC ENPT;Tres años;1087625;;2012-09-18 00:00:00;2012-09-18 00:00:00;2015-11-06 00:00:00
;INIC ENPT;Dos años;1087263;19885489;2012-09-20 00:00:00;2012-09-20 00:00:00;2013-11-23 00:00:00
;INIC ENPT;Semana;1087016;;2012-09-22 00:00:00;2012-11-15 00:00:00;2013-06-29 00:00:00
;INIC ENPT;Semestre;1087008;9971050;2012-09-22 00:00:00;2012-09-22 00:00:00;2013-08-10 00:00:00
;INIC ENPT;Semana;1086985;19862310;2012-09-22 00:00:00;2012-09-22 00:00:00;2013-04-08 00:00:00
;INIC ENPT;Semestre;1086967;19798886;2012-09-22 00:00:00;2012-09-22 00:00:00;2013-04-23 00:00:00
;INIC ENPT;Semana;1086471;19862324;2012-09-26 00:00:00;2012-09-29 00:00:00;2012-09-29 00:00:00
;INIC ENPT;Semana;1086464;19862323;2012-09-26 00:00:00;2012-09-29 00:00:00;2012-09-29 00:00:00
;INIC ENPT;Año;1086347;;2012-09-27 00:00:00;2012-09-27 00:00:00;2013-08-10 00:00:00
;INIC;Trimestre;1086345;19799353;2012-09-27 00:00:00;2012-09-27 00:00:00;2012-10-18 00:00:00
;INIC ENPT;Semana;1086343;19862322;2012-09-27 00:00:00;2012-09-29 00:00:00;2012-09-29 00:00:00
;INIC ENPT;Semana;1086339;19862321;2012-09-27 00:00:00;2012-09-29 00:00:00;2012-09-29 00:00:00
;CPRO ENPT;Tres años;1086338;;2012-09-27 00:00:00;2012-09-27 00:00:00;2014-08-22 00:00:00
;INIC ENPT;Año;1086323;19875515;2012-09-27 00:00:00;2012-09-27 00:00:00;2013-03-30 00:00:00
;INIC;Trimestre;1086319;17993407;2012-09-27 00:00:00;2012-09-27 00:00:00;2012-12-12 00:00:00
;INIC ENPT;Dos años;1086318;17993415;2012-09-27 00:00:00;2012-09-27 00:00:00;2013-12-31 00:00:00
;INIC ENPT;Mes;1085887;19893015;2012-09-28 00:00:00;2012-10-18 00:00:00;2012-10-18 00:00:00
;INIC;Trimestre;1085868;17993511;2012-09-28 00:00:00;2012-09-28 00:00:00;2012-12-12 00:00:00
;INIC ENPT;Semestre;1085664;19861729;2012-09-29 00:00:00;2012-11-24 00:00:00;2012-11-28 00:00:00
;INIC;Semestre;1085279;17993014;2012-09-30 00:00:00;2012-12-27 00:00:00;2012-12-27 00:00:00
;INIC;Trimestre;1085253;17993377;2012-09-30 00:00:00;2012-09-30 00:00:00;2013-02-02 00:00:00
;INIC;Mes;1085249;19878540;2012-09-30 00:00:00;2012-09-30 00:00:00;2013-10-17 00:00:00
;INIC ENPT;Año;1084600;;2012-10-03 00:00:00;2012-10-03 00:00:00;2014-04-09 00:00:00
;INIC ENPT;Semestre;1084588;19796973;2012-10-03 00:00:00;2012-10-03 00:00:00;2012-12-01 00:00:00
;INIC ENPT;Año;1084570;19869398;2012-10-03 00:00:00;2012-10-03 00:00:00;2013-03-02 00:00:00
;INIC;Mes;1084284;19863614;2012-10-04 00:00:00;2012-10-12 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084251;19863613;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084250;19863612;2012-10-04 00:00:00;2012-10-12 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084248;19863611;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084241;19863610;2012-10-04 00:00:00;2012-10-12 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084240;19875947;2012-10-04 00:00:00;2012-10-12 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084239;19863654;2012-10-04 00:00:00;2012-10-12 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084238;19863526;2012-10-04 00:00:00;2012-10-12 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084237;19863525;2012-10-04 00:00:00;2012-10-12 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084235;19863639;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084234;19863640;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084233;19863641;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084232;19863642;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084231;19863643;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084230;19863644;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC;Mes;1084229;19862251;2012-10-04 00:00:00;2012-10-10 00:00:00;2012-10-12 00:00:00
;INIC ENPT;Mes;1084092;19863867;2012-10-05 00:00:00;2012-10-05 00:00:00;2012-12-01 00:00:00
;INIC ENPT;Semana;1083961;19885034;2012-10-05 00:00:00;2012-10-05 00:00:00;2012-10-18 00:00:00
;INIC ENPT;Semana;1083957;19884022;2012-10-05 00:00:00;2012-10-11 00:00:00;2012-10-11 00:00:00
;INIC;;1083848;;2012-10-06 00:00:00;2012-10-11 00:00:00;2012-10-11 00:00:00
;INIC;;1083844;19885034;2012-10-06 00:00:00;2012-10-11 00:00:00;2012-10-11 00:00:00
;INIC ENPT;Dos años;1083814;17993417;2012-10-06 00:00:00;2012-10-06 00:00:00;2013-11-30 00:00:00
;INIC ENPT;Semana;1083746;19890970;2012-10-07 00:00:00;2012-10-07 00:00:00;2012-10-18 00:00:00
;INIC;Año;1083722;17993423;2012-10-07 00:00:00;2012-10-07 00:00:00;2013-12-31 00:00:00
;INIC;Semestre;1083606;19798932;2012-10-08 00:00:00;2012-10-08 00:00:00;2013-01-23 00:00:00
;INIC;Año;1083562;19862363;2012-10-09 00:00:00;2012-10-09 00:00:00;2012-12-11 00:00:00
;INIC;Trimestre;1083235;9971072;2012-10-11 00:00:00;2012-10-11 00:00:00;2012-12-11 00:00:00
;INIC;Año;1083072;;2012-10-12 00:00:00;2012-10-12 00:00:00;2013-10-19 00:00:00
;INIC ENPT;Tres años;2438200;19892563;2017-09-30 00:00:00;2017-09-30 00:00:00;
;INIC;Año;1882099;19873856;2003-09-07 00:00:00;2003-09-07 00:00:00;2004-07-31 00:00:00
;INIC ENPT;Trimestre;1082611;19862351;2012-10-14 00:00:00;2012-10-14 00:00:00;2013-02-22 00:00:00
;INIC;Semestre;1848390;19873856;2004-09-08 00:00:00;2004-12-22 00:00:00;2005-09-24 00:00:00
;INIC;Año;1765048;19873856;2007-05-03 00:00:00;2007-05-03 00:00:00;2008-02-09 00:00:00
;INIC ENPT;Año;1082069;;2012-10-18 00:00:00;2012-10-18 00:00:00;2013-10-06 00:00:00
;INIC ENPT;Semana;1081928;;2012-10-19 00:00:00;2012-10-19 00:00:00;2012-10-26 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;1643605;19892672;2010-02-13 00:00:00;2017-11-20 00:00:00;
;INIC ENPT;Mes;1081912;;2012-10-19 00:00:00;2012-10-20 00:00:00;2013-03-07 00:00:00
;INIC;Año;2978169;19873856;2011-09-05 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;1081518;19885359;2012-10-20 00:00:00;2012-11-16 00:00:00;2013-03-02 00:00:00
;INIC ENPT;Semestre;1081378;17995037;2012-10-21 00:00:00;2012-10-21 00:00:00;2013-04-03 00:00:00
;CTER ENPT;Año;1081323;;2012-10-21 00:00:00;2012-10-21 00:00:00;2013-05-24 00:00:00
;CPRO ENPT;Año;1081315;19868086;2012-10-21 00:00:00;2012-10-21 00:00:00;2013-12-31 00:00:00
;INIC;Mes;1081004;17995957;2012-10-24 00:00:00;2012-10-24 00:00:00;2012-12-15 00:00:00
;INIC;Año;1081001;;2012-10-24 00:00:00;2012-10-24 00:00:00;2013-08-01 00:00:00
;INIC ENPT;Tres años;2438190;19873856;2017-09-30 00:00:00;2017-09-30 00:00:00;
;CTER ENPT;Tres años;1080707;17993801;2012-10-25 00:00:00;2012-10-25 00:00:00;2014-10-02 00:00:00
;INIC ENPT;Año;1080664;;2012-10-25 00:00:00;2012-10-25 00:00:00;2013-05-15 00:00:00
;INIC ENPT;Año;1080659;17993445;2012-10-25 00:00:00;2012-10-26 00:00:00;2013-04-26 00:00:00
;INIC;Semana;1080340;;2012-10-26 00:00:00;2012-10-26 00:00:00;2013-05-15 00:00:00
;INIC ENPT;Tres años;2438190;19873856;2017-09-30 00:00:00;2017-09-30 00:00:00;
;INIC ENPT;Dos años;2437867;19873856;2017-10-05 00:00:00;2017-10-05 00:00:00;2018-11-23 00:00:00
;INIC ENPT;Tres años;1303491;19873856;2011-09-05 00:00:00;2011-09-05 00:00:00;2015-04-23 00:00:00
;INIC;Semestre;1765046;19892561;2007-05-03 00:00:00;2007-05-03 00:00:00;2008-02-09 00:00:00
;INIC;Seis años;1671018;19892561;2009-07-12 00:00:00;2009-07-12 00:00:00;2017-06-28 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;1643605;19892672;2010-02-13 00:00:00;2017-11-20 00:00:00;
;PLAN ENPT;Año;2563567;19892561;2014-10-08 00:00:00;2014-10-08 00:00:00;2015-12-02 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;1749677;19892653;2007-09-13 00:00:00;2007-09-13 00:00:00;
;INIC ENPT;Semestre;1079209;;2012-10-28 00:00:00;2012-10-28 00:00:00;2013-04-26 00:00:00
;INIC ENPT;Semana;1078775;19893153;2012-10-30 00:00:00;2012-10-30 00:00:00;2012-11-03 00:00:00
;INIC ENPT;Semana;1078771;17995988;2012-10-30 00:00:00;2012-11-02 00:00:00;2012-11-15 00:00:00
;CPRO ENPT;Año;1078641;19798821;2012-10-31 00:00:00;2012-10-31 00:00:00;2013-07-21 00:00:00
;INIC;;1078201;9971316;2012-11-01 00:00:00;2012-11-01 00:00:00;2012-12-28 00:00:00
;INIC;;1078201;9971316;2012-11-01 00:00:00;2012-11-01 00:00:00;2012-12-28 00:00:00
;INIC ENPT;Semana;1078199;19862335;2012-11-01 00:00:00;2012-11-01 00:00:00;2012-11-08 00:00:00
;INIC ENPT;Semana;1078198;19867379;2012-11-01 00:00:00;2012-11-01 00:00:00;2014-02-26 00:00:00
;COPE ENPT;Tres años;1078197;;2012-11-01 00:00:00;2012-11-01 00:00:00;2014-10-17 00:00:00
;INIC ENPT;Año;1078091;;2012-11-02 00:00:00;2012-11-02 00:00:00;2013-04-08 00:00:00
;INIC ENPT;;1078084;;2012-11-02 00:00:00;2012-11-02 00:00:00;2013-05-09 00:00:00
;INIC ENPT;Año;1078080;;2012-11-02 00:00:00;2012-11-02 00:00:00;2013-04-26 00:00:00
;INIC ENPT;Año;1078078;;2012-11-02 00:00:00;2012-11-02 00:00:00;2013-04-06 00:00:00
;INIC ENPT;Mes;1078072;;2012-11-02 00:00:00;2012-11-02 00:00:00;2012-12-01 00:00:00
;CPRO ENPT;Año;1078057;19885362;2012-11-02 00:00:00;2012-11-02 00:00:00;2014-06-22 00:00:00
;CPRO ENPT;Año;1078054;19869386;2012-11-02 00:00:00;2012-11-02 00:00:00;2014-07-09 00:00:00
;INIC ENPT;Año;1078012;19875126;2012-11-03 00:00:00;2012-11-03 00:00:00;2013-10-03 00:00:00
CONSTRUCCIONES;INIC GERE;Tres años;2720329;19892651;2014-04-12 00:00:00;2014-04-12 00:00:00;2017-02-17 00:00:00
;INIC;Mes;1077989;19893336;2012-11-03 00:00:00;2012-11-03 00:00:00;2013-01-17 00:00:00
;INIC ENPT;Semana;1077848;;2012-11-04 00:00:00;2012-11-04 00:00:00;2012-11-14 00:00:00
CONSTRUCCIONES;INIC GERE;Tres años;2720327;19892651;2014-04-12 00:00:00;2014-04-12 00:00:00;2017-02-17 00:00:00
;INIC;Semana;1077831;19863412;2012-11-04 00:00:00;2012-11-04 00:00:00;2012-11-28 00:00:00
;INIC;Trimestre;1077829;;2012-11-04 00:00:00;2012-11-04 00:00:00;2012-11-23 00:00:00
;INIC ENPT;;1077820;17993155;2012-11-04 00:00:00;2012-11-04 00:00:00;2013-02-10 00:00:00
;INIC ENPT;Año;1077753;17993514;2012-11-05 00:00:00;2012-11-05 00:00:00;2014-06-29 00:00:00
;INIC;Mes;1077622;19875946;2012-11-08 00:00:00;2012-12-08 00:00:00;2012-12-08 00:00:00
;INIC ENPT;Trimestre;1077605;19798762;2012-11-08 00:00:00;2012-11-08 00:00:00;2013-02-17 00:00:00
;INIC;Semana;1077509;19862026;2012-09-13 00:00:00;2012-11-09 00:00:00;2012-12-13 00:00:00
;INIC;Semana;1077508;19862024;2012-09-13 00:00:00;2012-11-09 00:00:00;2012-12-13 00:00:00
;INIC ENPT;Semana;1077219;;2012-11-11 00:00:00;2012-11-11 00:00:00;2013-01-25 00:00:00
;INIC ENPT;Semana;1077198;;2012-11-11 00:00:00;2012-11-11 00:00:00;2013-01-25 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;1033816;19892651;2014-04-12 00:00:00;2017-09-20 00:00:00;2017-10-19 00:00:00
;PLAN ENPT;Año;1076800;19863410;2012-11-15 00:00:00;2012-11-15 00:00:00;2014-03-09 00:00:00
;CPRO ENPT;Año;1076795;19798821;2012-11-15 00:00:00;2012-11-15 00:00:00;2013-08-10 00:00:00
;CPRO ENPT;Tres años;1076778;19868086;2012-11-15 00:00:00;2012-11-15 00:00:00;2015-09-23 00:00:00
;CPRO ENPT;Tres años;1076773;19868547;2012-11-15 00:00:00;2012-11-15 00:00:00;2015-09-23 00:00:00
;INIC;Mes;1076755;19893015;2012-11-15 00:00:00;2012-11-15 00:00:00;2012-12-09 00:00:00
;INIC ENPT;Dos años;2438174;19892561;2017-09-30 00:00:00;2017-09-30 00:00:00;2019-01-02 00:00:00
;CPRO ENPT;Año;1076082;19880760;2012-11-21 00:00:00;2012-11-21 00:00:00;2013-07-21 00:00:00
;INIC ENPT;;1076035;19875969;2012-11-22 00:00:00;2012-11-28 00:00:00;2012-11-28 00:00:00
;INIC;Semestre;1818033;19892560;2005-08-23 00:00:00;2005-08-23 00:00:00;2005-12-02 00:00:00
;INIC ENPT;Semestre;1619991;19892560;2010-09-10 00:00:00;2010-09-10 00:00:00;2011-06-09 00:00:00
;INIC ENPT;Tres años;2972625;19892560;2014-01-24 00:00:00;2014-01-24 00:00:00;2014-10-05 00:00:00
;INIC;Tres años;1765044;19892559;2007-05-03 00:00:00;2007-05-03 00:00:00;2008-02-09 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;1033816;19892651;2014-04-12 00:00:00;2017-09-20 00:00:00;2017-10-19 00:00:00
;INIC ENPT;Semestre;1619990;19892559;2010-09-10 00:00:00;2010-09-10 00:00:00;2011-06-09 00:00:00
;INIC ENPT;Mes;1075363;19861731;2012-11-24 00:00:00;2012-11-24 00:00:00;2012-11-28 00:00:00
;INIC;;2978168;19892559;2013-11-14 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Dos años;2438173;19892559;2017-09-30 00:00:00;2017-09-30 00:00:00;2018-12-26 00:00:00
;INIC ENPT;Tres años;1075356;19865786;2012-11-24 00:00:00;2013-06-29 00:00:00;2015-08-26 00:00:00
;INIC ENPT;Tres años;1075356;19865786;2012-11-24 00:00:00;2012-11-24 00:00:00;2015-08-26 00:00:00
;INIC ENPT;Tres años;1075356;19865786;2012-11-24 00:00:00;2012-11-24 00:00:00;2015-08-26 00:00:00
;INIC;Dos años;1075350;17993244;2012-11-24 00:00:00;2012-11-24 00:00:00;2014-08-13 00:00:00
;INIC ENPT;Año;1075348;19875515;2012-11-24 00:00:00;2012-11-24 00:00:00;2013-03-30 00:00:00
;INIC ENPT;Año;1075347;19861172;2012-11-24 00:00:00;2012-11-24 00:00:00;2013-11-30 00:00:00
;INIC ENPT;Año;1075207;19798731;2012-11-25 00:00:00;2012-11-25 00:00:00;2013-07-11 00:00:00
;INIC ENPT;Año;1075206;19798734;2012-11-25 00:00:00;2012-11-25 00:00:00;2013-07-11 00:00:00
;INIC;Semestre;1765030;19892558;2007-05-03 00:00:00;2007-05-03 00:00:00;2008-02-09 00:00:00
;INIC ENPT;Trimestre;1075192;19881163;2012-11-25 00:00:00;2012-11-25 00:00:00;2013-01-27 00:00:00
;INIC ENPT;Año;1075174;19796973;2012-11-25 00:00:00;2012-11-25 00:00:00;2014-02-16 00:00:00
;INIC ENPT;Año;1075174;19796973;2012-11-25 00:00:00;2012-11-25 00:00:00;2014-02-16 00:00:00
;INIC;Semestre;1671013;19892558;2009-07-12 00:00:00;2009-07-12 00:00:00;2010-08-28 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;1033816;19892651;2014-04-12 00:00:00;2016-12-04 00:00:00;2017-10-19 00:00:00
;INIC ENPT;Semestre;1074036;19798886;2012-11-28 00:00:00;2012-11-28 00:00:00;2013-03-30 00:00:00
;CORR ENPT;Semestre;1073918;17992508;2012-11-28 00:00:00;2012-11-28 00:00:00;2014-06-27 00:00:00
;CPRO ENPT;Tres años;1073915;17992509;2012-11-28 00:00:00;2012-11-28 00:00:00;2014-12-01 00:00:00
;INIC ENPT;Año;1073911;;2012-11-28 00:00:00;2012-11-28 00:00:00;2014-06-27 00:00:00
;INIC;Semestre;1765028;19892557;2007-05-03 00:00:00;2007-05-03 00:00:00;2008-02-09 00:00:00
;INIC ENPT;Año;1073901;;2012-11-28 00:00:00;2012-11-28 00:00:00;2013-10-03 00:00:00
;INIC ENPT;Año;1073897;;2012-11-28 00:00:00;2012-11-28 00:00:00;2013-10-03 00:00:00
;INIC ENPT;Mes;1073698;19797722;2012-11-29 00:00:00;2012-11-29 00:00:00;2012-12-07 00:00:00
;INIC ENPT;Mes;1073695;19797721;2012-11-29 00:00:00;2012-11-29 00:00:00;2012-12-07 00:00:00
;INIC ENPT;Mes;1073693;19797720;2012-11-29 00:00:00;2012-11-29 00:00:00;2012-12-07 00:00:00
