TIPO DE AVISO;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre
;INIC;Año;1115333;19862047;2012-06-03 00:00:00;2012-06-03 00:00:00;2013-11-18 00:00:00
;INIC ENPT;Año;2438402;19892586;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
CONSTRUCCIONES;INIC GERE;Año;1033052;19891495;2016-12-17 00:00:00;2017-08-27 00:00:00;2017-11-19 00:00:00
CONSTRUCCIONES;INIC GEAM;Tres años;1749626;19892165;2007-09-13 00:00:00;2007-09-13 00:00:00;2013-12-21 00:00:00
CONSTRUCCIONES;INIC GERE;Tres años;2420939;19891640;2018-01-29 00:00:00;2018-02-01 00:00:00;2018-05-12 00:00:00
CONSTRUCCIONES;INIC GERE;Tres años;2420939;19891640;2018-01-29 00:00:00;2018-02-01 00:00:00;2018-05-12 00:00:00
;INIC;Semestre;1852126;19892585;2004-07-02 00:00:00;2004-07-02 00:00:00;2005-12-02 00:00:00
CONSTRUCCIONES;INIC GERE;Tres años;2420939;19891640;2018-01-29 00:00:00;2018-02-01 00:00:00;2018-05-12 00:00:00
CONSTRUCCIONES;INIC GERE;Tres años;2420939;19891640;2018-01-29 00:00:00;2018-02-01 00:00:00;2018-05-12 00:00:00
CONSTRUCCIONES;INIC EESP GERE;Tres años;1302821;19892544;2011-09-09 00:00:00;2011-09-09 00:00:00;2013-12-28 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
;INIC ENPT;Dos años;1114508;19873687;2012-06-09 00:00:00;2015-01-02 00:00:00;2015-01-02 00:00:00
;INIC ENPT;Semana;1114329;17995988;2012-06-09 00:00:00;2012-06-28 00:00:00;2012-06-28 00:00:00
;INIC ENPT;;1114192;19799007;2012-06-10 00:00:00;2012-06-10 00:00:00;2012-06-28 00:00:00
;INIC ENPT;Semana;1114179;17997144;2012-06-10 00:00:00;2012-06-10 00:00:00;2012-06-12 00:00:00
;INIC ENPT;Mes;1114140;;2012-06-10 00:00:00;2012-06-10 00:00:00;2012-12-31 00:00:00
;INIC ENPT;Semestre;1114067;19873668;2012-06-11 00:00:00;2012-06-11 00:00:00;2013-05-04 00:00:00
;INIC;;1114015;17993443;2012-06-12 00:00:00;2012-06-12 00:00:00;2012-06-12 00:00:00
;INIC;Semana;1113971;17993798;2012-06-13 00:00:00;2012-06-13 00:00:00;2012-09-07 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2013-10-05 00:00:00;2017-09-23 00:00:00
;INIC ENPT;Semestre;1619996;19892585;2010-09-10 00:00:00;2010-09-10 00:00:00;2011-08-13 00:00:00
;INIC ENPT;Año;2438400;19892585;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
;INIC ENPT;Año;1303083;19892585;2011-09-07 00:00:00;2011-09-07 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;1303083;19892585;2011-09-07 00:00:00;2011-09-07 00:00:00;2013-11-14 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
;INIC;Semestre;1818034;19892584;2005-08-23 00:00:00;2005-08-23 00:00:00;2005-12-02 00:00:00
;INIC ENPT;Mes;1676630;19892584;2009-06-06 00:00:00;2009-06-06 00:00:00;2010-08-28 00:00:00
;INIC ENPT;Año;1113937;19885365;2012-06-13 00:00:00;2012-06-13 00:00:00;2013-07-06 00:00:00
;INIC;;1622820;19892584;2010-08-27 00:00:00;2010-08-27 00:00:00;2010-08-28 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
;INIC ENPT;Año;2438397;19892584;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2438397;19892584;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2438397;19892584;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2438397;19892584;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2438397;19892584;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Semestre;1329604;19892584;2011-08-20 00:00:00;2011-08-20 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Semestre;1329604;19892584;2011-08-20 00:00:00;2011-08-20 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;2439188;19892583;2017-09-14 00:00:00;2017-09-14 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2438390;19892583;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;1113924;19879880;2012-06-13 00:00:00;2012-06-13 00:00:00;2013-07-06 00:00:00
;INIC ENPT;Año;2438390;19892583;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Semestre;1329603;19892583;2011-08-20 00:00:00;2011-08-20 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Semestre;1329603;19892583;2011-08-20 00:00:00;2011-08-20 00:00:00;2013-11-14 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
;INIC ENPT;Año;2438386;19892582;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2438386;19892582;2017-09-27 00:00:00;2017-09-27 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2390913;19892582;2018-11-23 00:00:00;2018-11-23 00:00:00;
;INIC ENPT;Tres años;1329602;19892582;2011-08-20 00:00:00;2011-08-20 00:00:00;2012-04-02 00:00:00
;INIC ENPT;Tres años;1329602;19892582;2011-08-20 00:00:00;2011-08-20 00:00:00;2012-04-02 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
;INIC ENPT;Tres años;2438214;19892581;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Año;1304042;19892581;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;1304042;19892581;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;1304042;19892581;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
CONSTRUCCIONES;INIC GERE;Seis años;2985102;19891755;2013-10-05 00:00:00;2017-09-20 00:00:00;2017-09-23 00:00:00
;INIC SCOR;;2978217;19892580;2013-11-14 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;2438213;19892580;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Tres años;2438213;19892580;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Año;2438212;19892580;2017-09-29 00:00:00;2017-09-29 00:00:00;2018-11-22 00:00:00
;INIC ENPT;Año;2985223;19892579;2013-10-04 00:00:00;2013-10-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Seis años;2972638;19892579;2014-01-24 00:00:00;2014-01-24 00:00:00;2015-09-10 00:00:00
;INIC ENPT;Tres años;2437853;19892579;2017-10-05 00:00:00;2017-10-05 00:00:00;
;INIC ENPT;Tres años;2437853;19892579;2017-10-05 00:00:00;2017-10-05 00:00:00;
;INIC ENPT;Tres años;2437853;19892579;2017-10-05 00:00:00;2017-10-05 00:00:00;
;INIC ENPT;Tres años;1304038;19892579;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1304038;19892579;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC;Año;1824551;19892578;2005-04-16 00:00:00;2005-04-16 00:00:00;2005-12-02 00:00:00
;INIC;;2972939;19892578;2014-01-21 00:00:00;2014-01-21 00:00:00;2014-02-07 00:00:00
;INIC ENPT;Tres años;2438211;19892578;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Tres años;2438211;19892578;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Tres años;2438211;19892578;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Año;2438210;19892578;2017-09-29 00:00:00;2017-09-29 00:00:00;2018-11-28 00:00:00
;INIC ENPT;Tres años;1304035;19892578;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1304035;19892578;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1304035;19892578;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1304035;19892578;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1304035;19892578;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Semana;1113449;;2012-06-15 00:00:00;2012-06-15 00:00:00;2012-09-07 00:00:00
;INIC;;2978198;19892577;2013-11-14 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC;;2978198;19892577;2013-11-14 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;2438209;19892577;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Semestre;1113280;17995037;2012-06-17 00:00:00;2012-06-17 00:00:00;2013-04-03 00:00:00
;INIC;;1112857;19863545;2012-06-17 00:00:00;2012-06-17 00:00:00;2012-06-17 00:00:00
;INIC;Tres años;1112663;19881775;2012-06-17 00:00:00;2012-06-17 00:00:00;2014-08-22 00:00:00
;INIC ENPT;Semana;1112626;;2012-06-18 00:00:00;2012-06-27 00:00:00;2012-06-27 00:00:00
;INIC;Trimestre;1112612;19876627;2012-06-19 00:00:00;2012-06-19 00:00:00;2012-09-26 00:00:00
;INIC;;1112611;19876627;2012-06-19 00:00:00;2012-06-19 00:00:00;2012-09-26 00:00:00
;INIC;;1112610;;2012-06-19 00:00:00;2012-07-11 00:00:00;2012-07-21 00:00:00
;INIC ENPT;Semana;1112609;17995998;2012-06-19 00:00:00;2012-09-07 00:00:00;2012-09-07 00:00:00
;INIC;Semestre;1112607;19893102;2012-06-19 00:00:00;2012-06-19 00:00:00;2012-11-03 00:00:00
;INIC;Semestre;1112607;19893102;2012-06-19 00:00:00;2012-06-19 00:00:00;2012-11-03 00:00:00
;INIC ENPT;Tres años;1304025;19892577;2011-09-04 00:00:00;2011-09-04 00:00:00;2015-09-10 00:00:00
;INIC ENPT;Semestre;1112557;17993468;2012-06-20 00:00:00;2012-06-20 00:00:00;2013-07-05 00:00:00
;INIC ENPT;Seis años;1112556;;2012-06-20 00:00:00;2012-06-20 00:00:00;2015-12-03 00:00:00
;INIC ENPT;Dos años;1112555;19863272;2012-06-20 00:00:00;2012-06-20 00:00:00;2014-03-06 00:00:00
;INIC;;1112152;19797720;2012-06-22 00:00:00;2012-06-22 00:00:00;2012-07-25 00:00:00
;INIC ENPT;Año;1112149;17994209;2012-06-22 00:00:00;2012-06-22 00:00:00;2014-08-14 00:00:00
;INIC ENPT;Mes;1112057;;2012-06-23 00:00:00;2012-07-18 00:00:00;2012-07-21 00:00:00
;INIC ENPT;Mes;1112054;19868843;2012-06-23 00:00:00;2012-09-06 00:00:00;2012-09-06 00:00:00
;INIC;Trimestre;1112051;17993407;2012-06-23 00:00:00;2012-06-23 00:00:00;2012-12-12 00:00:00
;INIC ENPT;Semana;1112049;9968407;2012-06-23 00:00:00;2012-06-28 00:00:00;2012-06-28 00:00:00
;INIC ENPT;Mes;1111954;;2012-06-24 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Mes;1111952;19884384;2012-06-24 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Mes;1111950;19869386;2012-06-24 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;;1111949;19869383;2012-06-24 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Mes;1111948;19869386;2012-06-24 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Mes;1111947;19869383;2012-06-24 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC;Tres años;2985229;19892576;2013-10-04 00:00:00;2013-10-05 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;2985220;19892576;2013-10-04 00:00:00;2013-10-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;2985220;19892576;2013-10-04 00:00:00;2013-10-04 00:00:00;2013-11-14 00:00:00
;INIC;Trimestre;1111236;17993406;2012-06-27 00:00:00;2012-06-27 00:00:00;2012-12-12 00:00:00
;CTER ENPT;Dos años;1111226;9969828;2012-06-27 00:00:00;2012-06-27 00:00:00;2013-08-10 00:00:00
;INIC;Seis años;1111091;19795385;2012-06-27 00:00:00;2012-06-27 00:00:00;2014-01-11 00:00:00
;INIC ENPT;Seis años;1111089;19795383;2012-06-27 00:00:00;2012-06-27 00:00:00;2014-01-11 00:00:00
;INIC ENPT;Mes;1110666;19877310;2012-06-29 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Mes;1110664;19899472;2012-06-29 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Mes;1110214;19893336;2012-06-30 00:00:00;2012-06-30 00:00:00;2012-07-05 00:00:00
;INIC ENPT;Mes;1110058;19893295;2012-07-01 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Trimestre;1110057;19893015;2012-07-01 00:00:00;2012-07-01 00:00:00;2012-07-14 00:00:00
;INIC ENPT;Mes;1110055;19869385;2012-07-01 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Mes;1110054;19869384;2012-07-01 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;;1110053;19869384;2012-07-01 00:00:00;2012-08-08 00:00:00;2012-08-08 00:00:00
;INIC ENPT;Año;2438208;19892576;2017-09-29 00:00:00;2017-09-29 00:00:00;2018-11-28 00:00:00
;INIC;;1109596;19868920;2012-07-05 00:00:00;2012-07-05 00:00:00;2012-12-20 00:00:00
;CTER ENPT;Dos años;1109537;19873649;2012-07-06 00:00:00;2012-07-06 00:00:00;2013-08-11 00:00:00
;INIC;Seis años;1109528;;2012-07-06 00:00:00;2012-07-06 00:00:00;2013-09-12 00:00:00
;INIC ENPT;Semestre;1109253;17995989;2012-07-08 00:00:00;2012-07-08 00:00:00;2013-03-30 00:00:00
;INIC ENPT;Semestre;1109253;17995989;2012-07-08 00:00:00;2012-07-08 00:00:00;2013-03-30 00:00:00
;INIC ENPT;Mes;1109252;19881310;2012-07-08 00:00:00;2012-07-08 00:00:00;2012-08-18 00:00:00
;INIC ENPT;Trimestre;1109247;19881307;2012-07-08 00:00:00;2012-07-08 00:00:00;2012-08-18 00:00:00
;INIC ENPT;Año;1109237;19881302;2012-07-08 00:00:00;2012-08-18 00:00:00;2012-08-18 00:00:00
;INIC ENPT;;1109234;17995994;2012-07-08 00:00:00;2012-07-08 00:00:00;2012-09-09 00:00:00
;INIC ENPT;;1109101;19863271;2012-07-09 00:00:00;2012-07-09 00:00:00;2012-09-09 00:00:00
;INIC ENPT;Semestre;1109024;19881284;2012-07-11 00:00:00;2012-07-11 00:00:00;2013-01-24 00:00:00
;INIC ENPT;Semestre;1109021;19881236;2012-07-11 00:00:00;2012-07-11 00:00:00;2013-01-24 00:00:00
;INIC ENPT;Tres años;1304024;19892576;2011-09-04 00:00:00;2011-09-04 00:00:00;2015-07-02 00:00:00
;INIC ENPT;Tres años;1304024;19892576;2011-09-04 00:00:00;2011-09-04 00:00:00;2015-07-02 00:00:00
;INIC ENPT;Semestre;1108938;19798890;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-26 00:00:00
;INIC ENPT;Semestre;1108935;19798889;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-26 00:00:00
;INIC ENPT;Tres años;1108934;19893178;2012-07-12 00:00:00;2012-07-12 00:00:00;2015-07-17 00:00:00
;INIC ENPT;Semestre;1108933;19875317;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-26 00:00:00
;INIC ENPT;Semestre;1108932;19798898;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-17 00:00:00
;INIC ENPT;Semestre;1108930;19798897;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-17 00:00:00
;INIC ENPT;Semestre;1108927;19893194;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-17 00:00:00
;INIC ENPT;Semestre;1108926;19875318;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-17 00:00:00
;INIC ENPT;Semestre;1108925;19893157;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-17 00:00:00
;INIC ENPT;Semestre;1108924;19893158;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-26 00:00:00
;INIC ENPT;Semestre;1108923;19863869;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-03-31 00:00:00
;INIC ENPT;Semestre;1108919;19863870;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-03-31 00:00:00
;INIC ENPT;Semestre;1108918;19798871;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-17 00:00:00
;INIC ENPT;Semestre;1108917;19875319;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-04-17 00:00:00
;INIC ENPT;Semestre;1108915;19863874;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-03-31 00:00:00
;INIC ENPT;Semestre;1108914;19863873;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-03-31 00:00:00
;INIC ENPT;Semestre;1108913;19863866;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-03-31 00:00:00
;INIC ENPT;Semestre;1108911;19863903;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-03-31 00:00:00
;INIC ENPT;Semestre;1108910;19863872;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-06-14 00:00:00
;INIC ENPT;Semestre;1108908;19863871;2012-07-12 00:00:00;2012-07-12 00:00:00;2013-06-14 00:00:00
;CPRO ENPT;Semana;1108905;19863718;2012-07-12 00:00:00;2012-07-12 00:00:00;2014-02-22 00:00:00
;INIC ENPT CO19;Seis años;1108886;19868914;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108886;19868914;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108886;19868914;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108886;19868914;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108886;19868914;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108886;19868914;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108885;19868913;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108885;19868913;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108885;19868913;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;INIC ENPT CO19;Seis años;1108885;19868913;2012-07-12 00:00:00;2012-07-12 00:00:00;2016-12-30 00:00:00
;CPRO ENPT;Año;1108602;19885350;2012-07-13 00:00:00;2012-11-25 00:00:00;2013-08-08 00:00:00
;COPE ENPT;Dos años;1108587;19880820;2012-07-13 00:00:00;2012-07-13 00:00:00;2013-09-21 00:00:00
;COPE ENPT;Dos años;1108587;19880820;2012-07-13 00:00:00;2012-07-13 00:00:00;2013-09-21 00:00:00
;INIC ENPT;Semestre;1619994;19892575;2010-09-10 00:00:00;2010-09-10 00:00:00;2011-06-09 00:00:00
;INIC ENPT;Tres años;2985224;19892575;2013-10-04 00:00:00;2013-10-04 00:00:00;2013-11-14 00:00:00
;INIC;Tres años;2564836;19892575;2011-09-04 00:00:00;2014-09-20 00:00:00;2014-10-05 00:00:00
;INIC;Tres años;2564836;19892575;2011-09-04 00:00:00;2014-09-20 00:00:00;2014-10-05 00:00:00
;INIC ENPT;Tres años;2563578;19892575;2014-10-08 00:00:00;2014-10-08 00:00:00;2016-08-29 00:00:00
;INIC ENPT;Tres años;2438207;19892575;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Tres años;2438207;19892575;2017-09-29 00:00:00;2017-09-29 00:00:00;
;INIC ENPT;Año;2438206;19892575;2017-09-29 00:00:00;2017-09-29 00:00:00;2018-11-28 00:00:00
;INIC ENPT;Tres años;1304022;19892575;2011-09-04 00:00:00;2011-09-04 00:00:00;2015-05-17 00:00:00
;INIC ENPT;Tres años;1304022;19892575;2011-09-04 00:00:00;2011-09-04 00:00:00;2015-05-17 00:00:00
;INIC;Año;1882102;19892574;2003-09-07 00:00:00;2003-09-07 00:00:00;2004-07-31 00:00:00
;INIC;;2978189;19892574;2013-11-14 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC;Año;1765051;19892573;2007-05-03 00:00:00;2007-05-03 00:00:00;2008-02-09 00:00:00
;INIC ENPT;Año;2985225;19892573;2013-10-04 00:00:00;2013-10-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;2972636;19892573;2014-01-24 00:00:00;2014-01-24 00:00:00;2015-03-20 00:00:00
;INIC ENPT;Año;2438205;19892573;2017-09-29 00:00:00;2017-09-29 00:00:00;2018-11-23 00:00:00
;INIC ENPT;Tres años;1304021;19892573;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-02-28 00:00:00
;INIC ENPT;Semestre;1619993;19892572;2010-09-10 00:00:00;2010-09-10 00:00:00;2011-06-09 00:00:00
;INIC ENPT;Año;2563586;19892572;2014-10-08 00:00:00;2014-10-08 00:00:00;2015-07-30 00:00:00
CONSTRUCCIONES;INIC GEAM;Tres años;2486873;19892661;2016-06-24 00:00:00;2016-06-24 00:00:00;
;INIC;Año;2981836;19892571;2013-10-31 00:00:00;2013-10-31 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1304020;19892571;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-02-28 00:00:00
;INIC ENPT;Año;1304019;19892570;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;1304019;19892570;2011-09-04 00:00:00;2011-09-04 00:00:00;2013-11-14 00:00:00
;INIC;Año;2981831;19892569;2013-10-31 00:00:00;2013-10-31 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Semestre;1619992;19892568;2010-09-10 00:00:00;2010-09-10 00:00:00;2011-06-09 00:00:00
;INIC;;2978177;19892568;2013-11-14 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;2438203;19892568;2017-09-30 00:00:00;2017-09-30 00:00:00;
;INIC;Año;1838199;19892567;2004-12-04 00:00:00;2004-12-04 00:00:00;2005-11-06 00:00:00
;INIC;Mes;1823247;19892567;2005-05-22 00:00:00;2005-05-22 00:00:00;2005-11-06 00:00:00
;INIC ENPT;Tres años;2437936;19892567;2017-10-04 00:00:00;2017-10-04 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;2580453;19892641;2014-06-15 00:00:00;2018-09-15 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;2580453;19892641;2014-06-15 00:00:00;2018-09-15 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;2580453;19892641;2014-06-15 00:00:00;2018-09-15 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;2580453;19892641;2014-06-15 00:00:00;2014-06-15 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;2580453;19892641;2014-06-15 00:00:00;2018-09-15 00:00:00;
;INIC ENPT;Año;2972637;19892565;2014-01-24 00:00:00;2014-01-24 00:00:00;2015-03-12 00:00:00
;INIC ENPT;Tres años;2972624;19892565;2014-01-24 00:00:00;2014-01-24 00:00:00;2015-09-10 00:00:00
;INIC ENPT;Tres años;2438201;19892565;2017-09-30 00:00:00;2017-09-30 00:00:00;
;INIC;Año;2978170;19892564;2011-09-05 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC;Tres años;2563590;19892564;2014-10-08 00:00:00;2014-10-08 00:00:00;2016-06-20 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;2580453;19892641;2014-06-15 00:00:00;2018-09-15 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;1756694;19891471;2007-07-22 00:00:00;2007-07-22 00:00:00;
CONSTRUCCIONES;INIC GEAM;Seis años;1107878;19879166;2012-07-15 00:00:00;2012-07-15 00:00:00;2017-01-27 00:00:00
;INIC ENPT;Dos años;1107809;19885458;2012-07-15 00:00:00;2012-07-15 00:00:00;2013-12-05 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;2582252;19892426;2014-05-25 00:00:00;2014-05-25 00:00:00;
;INIC;Trimestre;1107363;19893098;2012-07-19 00:00:00;2012-07-19 00:00:00;2014-02-26 00:00:00
;INIC;Trimestre;1107243;19899772;2012-07-19 00:00:00;2012-07-19 00:00:00;2014-02-26 00:00:00
CONSTRUCCIONES;INIC GEAM;Seis años;1643605;19892672;2010-02-13 00:00:00;2010-02-13 00:00:00;
;INIC ENPT;Trimestre;1106943;17995141;2012-07-21 00:00:00;2012-09-01 00:00:00;2012-09-01 00:00:00
;INIC ENPT;Semestre;1106610;;2012-07-22 00:00:00;2012-07-22 00:00:00;2013-07-05 00:00:00
;INIC;;1106502;19797721;2012-07-23 00:00:00;2012-07-23 00:00:00;2012-08-09 00:00:00
;INIC ENPT;Semana;1106482;17993813;2012-07-23 00:00:00;2012-09-20 00:00:00;2012-09-20 00:00:00
;INIC ENPT;Semana;1106482;17993813;2012-07-23 00:00:00;2012-07-23 00:00:00;2012-09-20 00:00:00
;INIC ENPT;Año;1106297;17996558;2012-07-25 00:00:00;2012-07-25 00:00:00;2013-01-30 00:00:00
;INIC ENPT;Año;1106297;17996558;2012-07-25 00:00:00;2013-01-30 00:00:00;2013-01-30 00:00:00
;CPRO ENPT;Tres años;1105849;19893321;2012-07-26 00:00:00;2012-07-26 00:00:00;2014-08-14 00:00:00
;CTER ENPT;Año;1105409;;2012-07-27 00:00:00;2012-07-27 00:00:00;2013-05-15 00:00:00
;INIC ENPT;Tres años;1105375;;2012-07-27 00:00:00;2012-07-27 00:00:00;2013-08-16 00:00:00
;INIC ENPT;Año;1105318;;2012-07-27 00:00:00;2012-07-27 00:00:00;2013-04-28 00:00:00
